Ranking;Título;Plataforma;Nota;Descripción;Desarrollador;Productora;Genero;Fecha_lanzamiento;Año_lanzamiento;URL
37;Divinity: Original Sin II;XBOne;9,35;Divinity: Original Sin II Género/s: RPG Occidental / Tactical RPG Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9.8 93 Según 72 críticas Fecha de lanzamiento: 14/9/2017 Desarrollo: Larian Studios Producción: Larian Studios Distribución: Steam Precio: 44,99  Jugadores: 1 Formato: Descarga Textos: Inglés Voces: Inglés Online: Sí Requisitos PC Logros Estadísticas Steam COMUNIDAD 8.89 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Divinity: Original Sin II para Ordenador 44 votos #13 en el ranking de Ordenador . #23 en el ranking global .;Larian Studios;Larian Studios;RPG Occidental / Tactical RPG;14/9/2017;2017;https://vandal.elespanol.com/juegos/pc/divinity-original-sin-ii/32815#p-79
38;The Last of Us Parte II;PS4;9,34;The Last of Us Parte II Género/s: Aventura de acción / Survival Horror Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 9.7 93 Según 121 críticas Fecha de lanzamiento : 19/6/2020 Desarrollo: Naughty Dog Producción: Sony Distribución: Sony Precio: 69,99  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Español Online: - COMUNIDAD 9.03 Seguir - 10 9 8 7 6 5 4 3 2 1 0 The Last of Us Parte II para PlayStation 4 264 votos #8 en el ranking de PlayStation 4 . #22 en el ranking global .;Naughty Dog;Sony;Aventura de acción / Survival Horror;19/6/2020;2020;https://vandal.elespanol.com/juegos/ps4/the-last-of-us-parte-ii/44223#p-73
39;Grand Theft Auto V;XBOne;9,34;Grand Theft Auto V Género/s: Mundo abierto / Tipo GTA Plataformas: También en: PS3 X360 PC PS4 PS5 XSX Ficha técnica de la versión Xbox One Más información ANÁLISIS 9.6 97 Según 14 críticas Fecha de lanzamiento: 18/11/2014 Desarrollo: Rockstar North Producción: Rockstar Games Distribución: Take-Two Precio: 72,50  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Inglés Online: Sí Requisitos PC Trucos Xbox One Logros Estadísticas XBOX LIVE COMUNIDAD 8.73 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Grand Theft Auto V para Xbox One 102 votos #6 en el ranking de Xbox One . #22 en el ranking global .;Rockstar North;Rockstar Games;Mundo abierto / Tipo GTA;18/11/2014;2014;https://vandal.elespanol.com/juegos/xbone/grand-theft-auto-v/24762#p-79
40;The Witcher 3: Wild Hunt;PC;9,33;The Witcher 3: Wild Hunt Género/s: Action-RPG / Mundo abierto / RPG Occidental Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9.5 93 Según 32 críticas Fecha de lanzamiento: 19/5/2015 Desarrollo: CD Projekt Red Producción: CD Projekt Red Distribución: Bandai Namco Precio: 59,95  Jugadores: 1 Formato: DVD Textos: Español Voces: Inglés Online: No Requisitos PC Trucos PC Logros Estadísticas Steam COMUNIDAD 9.2 Seguir - 10 9 8 7 6 5 4 3 2 1 0 The Witcher 3: Wild Hunt para Ordenador 235 votos #13 en el ranking de Ordenador . #23 en el ranking global .;CD Projekt Red;CD Projekt Red;Action-RPG / Mundo abierto / RPG Occidental;19/5/2015;2015;https://vandal.elespanol.com/juegos/pc/the-witcher-3-wild-hunt/15596#p-13
41;Divinity: Original Sin II;PC;9,33;Divinity: Original Sin II Género/s: RPG Occidental / Tactical RPG Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9.8 93 Según 72 críticas Fecha de lanzamiento: 14/9/2017 Desarrollo: Larian Studios Producción: Larian Studios Distribución: Steam Precio: 44,99  Jugadores: 1 Formato: Descarga Textos: Inglés Voces: Inglés Online: Sí Requisitos PC Logros Estadísticas Steam COMUNIDAD 8.89 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Divinity: Original Sin II para Ordenador 44 votos #13 en el ranking de Ordenador . #23 en el ranking global .;Larian Studios;Larian Studios;RPG Occidental / Tactical RPG;14/9/2017;2017;https://vandal.elespanol.com/juegos/pc/divinity-original-sin-ii/32815#p-13
42;Uncharted 4: El Desenlace del Ladrón;PS4;9,33;Uncharted 4: El Desenlace del Ladrón Género/s: Aventura de acción / Plataformas 3D / Shooter en tercera persona Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 9.5 93 Según 113 críticas Fecha de lanzamiento: 10/5/2016 Desarrollo: Naughty Dog Producción: Sony Distribución: Sony Precio: 64,95  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Español Online: Sí Trucos PS4 Trofeos Estadísticas PSN COMUNIDAD 9.19 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Uncharted 4: El Desenlace del Ladrón para PlayStation 4 642 votos #9 en el ranking de PlayStation 4 . #23 en el ranking global .;Naughty Dog;Sony;Aventura de acción / Plataformas 3D / Shooter en tercera persona;10/5/2016;2016;https://vandal.elespanol.com/juegos/ps4/uncharted-4-el-desenlace-del-ladron/22805#p-73
43;Forza Horizon 5;XBOne;9,33;Forza Horizon 5 Género/s: Carreras arcade / Velocidad Plataformas: Ficha técnica de la versión Xbox Series X Más información ANÁLISIS 9.2 92 Según 103 críticas Fecha de lanzamiento : 9/11/2021 Desarrollo: Playground Games Producción: Xbox Game Studios Distribución: Microsoft Precio: 69,99  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Español Online: Sí Requisitos PC COMUNIDAD 8.94 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Forza Horizon 5 para Xbox Series X 58 votos #12 en el ranking de Xbox Series X .;Playground Games;Xbox Game Studios;Carreras arcade / Velocidad;9/11/2021;2021;https://vandal.elespanol.com/juegos/xsx/forza-horizon-5/102235#p-79
44;Metroid Prime Remastered;Switch;9,32;Metroid Prime Remastered Género/s: Aventura de acción Plataformas: Ficha técnica de la versión Switch Más información ANÁLISIS 9.5 94 Según 65 críticas Fecha de lanzamiento: 9/2/2023 Desarrollo: Retro Studios Producción: Nintendo Distribución: Nintendo eShop Precio: 39,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: Inglés Online: - COMUNIDAD 9.06 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Metroid Prime Remastered para Nintendo Switch 31 votos #7 en el ranking de Nintendo Switch . #24 en el ranking global .;Retro Studios;Nintendo;Aventura de acción;9/2/2023;2023;https://vandal.elespanol.com/juegos/switch/metroid-prime-remastered/135131#p-83
45;God of War: Ragnarok;PC;9,31;God of War: Ragnarok Género/s: Aventura de acción / Hack and Slash Plataformas: Ficha técnica de la versión PS5 Más información ANÁLISIS 9.8 94 Según 140 críticas Fecha de lanzamiento : 9/11/2022 Desarrollo: Santa Monica Studio Producción: PlayStation Studios Distribución: Sony Precio: 79,99  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Español Online: - Requisitos PC COMUNIDAD 9.33 Seguir - 10 9 8 7 6 5 4 3 2 1 0 God of War: Ragnarok para PlayStation 5 87 votos #3 en el ranking de PlayStation 5 .;Santa Monica Studio;PlayStation Studios;Aventura de acción / Hack and Slash;9/11/2022;2022;https://vandal.elespanol.com/juegos/ps5/god-of-war-ragnarok/90451#p-13
46;Astro Bot Rescue Mission;PS4;9,31;Astro Bot Rescue Mission Género/s: Plataformas 3D / Plataformas de puzles / Realidad Virtual Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 9.3 90 Según 50 críticas Fecha de lanzamiento: 3/10/2018 Desarrollo: Japan Studios Producción: Sony Distribución: Sony Precio: 39,99  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: - Online: - COMUNIDAD 9.65 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Astro Bot Rescue Mission para PlayStation 4 33 votos #10 en el ranking de PlayStation 4 . #25 en el ranking global .;Japan Studios;Sony;Plataformas 3D / Plataformas de puzles / Realidad Virtual;3/10/2018;2018;https://vandal.elespanol.com/juegos/ps4/astro-bot-rescue-mission/61224#p-73
47;Tekken 8;PC;9,3;Tekken 8 Género/s: Lucha 3D / Lucha Plataformas: Ficha técnica de la versión PS5 Más información ANÁLISIS 9.5 90 Según 96 críticas Fecha de lanzamiento : 26/1/2024 Desarrollo: Bandai Namco Producción: Bandai Namco Distribución: Bandai Namco Precio: 79.99  Jugadores: 1-2 Formato: Blu-Ray Textos: Español Voces: Español Online: No Requisitos PC COMUNIDAD 8.54 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Tekken 8 para PlayStation 5 12 votos #17 en el ranking de PlayStation 5 .;Bandai Namco;Bandai Namco;Lucha 3D / Lucha;26/1/2024;2024;https://vandal.elespanol.com/juegos/ps5/tekken-8/126298#p-13
48;Ori and the Will of the Wisps;XBOne;9,3;Ori and the Will of the Wisps Género/s: Metroidvania / Plataformas 2D Plataformas: Ficha técnica de la versión Xbox One Más información ANÁLISIS 9.4 90 Según 71 críticas Fecha de lanzamiento: 11/3/2020 Desarrollo: Moon Studios Producción: Microsoft Distribución: Microsoft Precio: 29,99  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: - Online: - Requisitos PC Logros Estadísticas XBOX LIVE COMUNIDAD 9.5 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Ori and the Will of the Wisps para Xbox One 44 votos #8 en el ranking de Xbox One . #26 en el ranking global .;Moon Studios;Microsoft;Metroidvania / Plataformas 2D;11/3/2020;2020;https://vandal.elespanol.com/juegos/xbone/ori-and-the-will-of-the-wisps/49097#p-79
49;The Witcher 3: Wild Hunt;XBOne;9,29;The Witcher 3: Wild Hunt Género/s: Action-RPG / Mundo abierto / RPG Occidental Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9.5 93 Según 32 críticas Fecha de lanzamiento: 19/5/2015 Desarrollo: CD Projekt Red Producción: CD Projekt Red Distribución: Bandai Namco Precio: 59,95  Jugadores: 1 Formato: DVD Textos: Español Voces: Inglés Online: No Requisitos PC Trucos PC Logros Estadísticas Steam COMUNIDAD 9.2 Seguir - 10 9 8 7 6 5 4 3 2 1 0 The Witcher 3: Wild Hunt para Ordenador 235 votos #13 en el ranking de Ordenador . #23 en el ranking global .;CD Projekt Red;CD Projekt Red;Action-RPG / Mundo abierto / RPG Occidental;19/5/2015;2015;https://vandal.elespanol.com/juegos/pc/the-witcher-3-wild-hunt/15596#p-79
50;Operation Flashpoint;PC;9,28;Operation Flashpoint Género/s: Shooter en primera persona / Shooter realista ó táctico Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 10 Fecha de lanzamiento: 25/5/2001 Desarrollo: Bohemia Interactive Producción: Codemasters Distribución: Codemasters / Proein Precio: 7990 Jugadores: 1-Multi Formato: 1 CD COMUNIDAD 8.56 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Operation Flashpoint para Ordenador 45 votos #16 en el ranking de Ordenador . #28 en el ranking global .;Bohemia Interactive;Codemasters;Shooter en primera persona / Shooter realista ó táctico;25/5/2001;2001;https://vandal.elespanol.com/juegos/pc/operation-flashpoint/411#p-13
51;Grand Theft Auto: San Andreas;PC;9,28;Grand Theft Auto: San Andreas Género/s: Mundo abierto / Tipo GTA Plataformas: También en: PS2 XBOX iPhone Android X360 PS3 PS4 Ficha técnica de la versión PC Más información ANÁLISIS 9.7 93 Según 47 críticas Fecha de lanzamiento : 10/6/2005 Desarrollo: Rockstar North Producción: Rockstar Games Distribución: Take-Two Precio: 49.95  Jugadores: 1-2 Formato: 1 DVD Textos: Español Voces: Inglés Online: No Requisitos PC Trucos PC COMUNIDAD 8.84 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Grand Theft Auto: San Andreas para Ordenador 356 votos #16 en el ranking de Ordenador . #28 en el ranking global .;Rockstar North;Rockstar Games;Mundo abierto / Tipo GTA;10/6/2005;2005;https://vandal.elespanol.com/juegos/pc/grand-theft-auto-san-andreas/3903#p-13
52;Fire Emblem: Awakening;3DS;9,28;Fire Emblem: Awakening Género/s: Tactical RPG Plataformas: Ficha técnica de la versión Nintendo 3DS Más información ANÁLISIS 9.5 92 Según 72 críticas Fecha de lanzamiento: 19/4/2013 Desarrollo: Intelligent Systems Producción: Nintendo Distribución: Nintendo Precio: 44,95  Jugadores: 1-2 Formato: Tarjeta Textos: Español Voces: Inglés Online: Sí Trucos Nintendo 3DS COMUNIDAD 9.16 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Fire Emblem: Awakening para Nintendo 3DS 282 votos #3 en el ranking de Nintendo 3DS . #28 en el ranking global .;Intelligent Systems;Nintendo;Tactical RPG;19/4/2013;2013;https://vandal.elespanol.com/juegos/3ds/fire-emblem-awakening/15033#p-47
53;Celeste;XBOne;9,28;Celeste Género/s: Plataformas 2D / Plataformas Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 9.3 91 Según 7 críticas Fecha de lanzamiento: 25/1/2018 Desarrollo: Matt Makes Games Producción: Matt Makes Games Distribución: PlayStation Network Precio: 19,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: No Online: No Requisitos PC COMUNIDAD 8.36 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Celeste para PlayStation 4 12 votos #24 en el ranking de PlayStation 4 . #63 en el ranking global .;Matt Makes Games;Matt Makes Games;Plataformas 2D / Plataformas;25/1/2018;2018;https://vandal.elespanol.com/juegos/ps4/celeste/44239#p-79
54;The Witcher 3: Wild Hunt;PS4;9,27;The Witcher 3: Wild Hunt Género/s: Action-RPG / Mundo abierto / RPG Occidental Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9.5 93 Según 32 críticas Fecha de lanzamiento: 19/5/2015 Desarrollo: CD Projekt Red Producción: CD Projekt Red Distribución: Bandai Namco Precio: 59,95  Jugadores: 1 Formato: DVD Textos: Español Voces: Inglés Online: No Requisitos PC Trucos PC Logros Estadísticas Steam COMUNIDAD 9.2 Seguir - 10 9 8 7 6 5 4 3 2 1 0 The Witcher 3: Wild Hunt para Ordenador 235 votos #13 en el ranking de Ordenador . #23 en el ranking global .;CD Projekt Red;CD Projekt Red;Action-RPG / Mundo abierto / RPG Occidental;19/5/2015;2015;https://vandal.elespanol.com/juegos/pc/the-witcher-3-wild-hunt/15596#p-73
55;Ori and the Will of the Wisps;Switch;9,27;Ori and the Will of the Wisps Género/s: Metroidvania / Plataformas 2D Plataformas: Ficha técnica de la versión Xbox One Más información ANÁLISIS 9.4 90 Según 71 críticas Fecha de lanzamiento: 11/3/2020 Desarrollo: Moon Studios Producción: Microsoft Distribución: Microsoft Precio: 29,99  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: - Online: - Requisitos PC Logros Estadísticas XBOX LIVE COMUNIDAD 9.5 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Ori and the Will of the Wisps para Xbox One 44 votos #8 en el ranking de Xbox One . #26 en el ranking global .;Moon Studios;Microsoft;Metroidvania / Plataformas 2D;11/3/2020;2020;https://vandal.elespanol.com/juegos/xbone/ori-and-the-will-of-the-wisps/49097#p-83
56;Undertale;PC;9,26;Undertale Género/s: RPG Occidental / Rol Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9.8 92 Según 43 críticas Fecha de lanzamiento: 15/9/2015 Desarrollo: Toby Fox Producción: Toby Fox Distribución: Steam Precio: 9,99  Jugadores: 1 Formato: Descarga Textos: Inglés Voces: No Online: No Requisitos PC Trucos PC Estadísticas Steam COMUNIDAD 8.8 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Undertale para Ordenador 93 votos #17 en el ranking de Ordenador . #30 en el ranking global .;Toby Fox;Toby Fox;RPG Occidental / Rol;15/9/2015;2015;https://vandal.elespanol.com/juegos/pc/undertale/33395#p-13
57;Final Fantasy XIV: Shadowbringers;PC;9,25;Final Fantasy XIV: Shadowbringers Género/s: MMORPG Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 9.5 91 Según 18 críticas Fecha de lanzamiento: 2/7/2019 Desarrollo: Square Enix Producción: Square Enix Distribución: Koch Media Precio: 59,99  Jugadores: Multijugador Formato: Blu-ray Textos: Inglés Voces: Inglés Online: Sí Requisitos PC COMUNIDAD 9 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Final Fantasy XIV: Shadowbringers para PlayStation 4 9 votos Insuficientes votos para figurar en los rankings.;Square Enix;Square Enix;MMORPG;2/7/2019;2019;https://vandal.elespanol.com/juegos/ps4/final-fantasy-xiv-shadowbringers/67969#p-13
58;Animal Well;PC;9,25;Animal Well Género/s: Metroidvania Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9.5 90 Según 30 críticas Fecha de lanzamiento: 9/5/2024 Desarrollo: Billy Basso Producción: Bigmode Distribución: Steam Precio: 24.5 € Jugadores: 1 Formato: Descarga Textos: Español Voces: - Online: - Requisitos PC Logros Estadísticas Steam COMUNIDAD 9 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Animal Well para Ordenador 3 votos Insuficientes votos para figurar en los rankings.;Billy Basso;Bigmode;Metroidvania;9/5/2024;2024;https://vandal.elespanol.com/juegos/pc/animal-well/114579#p-13
59;Shin Megami Tensei V: Vengeance;PC;9,25;Shin Megami Tensei V: Vengeance Género/s: JRPG / Rol Plataformas: Ficha técnica de la versión PS5 Más información ANÁLISIS 9.5 87 Según 42 críticas Fecha de lanzamiento: 13/6/2024 Desarrollo: Atlus Producción: Sega Distribución: Sega Precio: 59.99  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Español Online: No Requisitos PC COMUNIDAD 9 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Shin Megami Tensei V: Vengeance para PlayStation 5 1 votos Insuficientes votos para figurar en los rankings.;Atlus;Sega;JRPG / Rol;13/6/2024;2024;https://vandal.elespanol.com/juegos/ps5/shin-megami-tensei-v-vengeance/162565#p-13
60;Final Fantasy VII Rebirth;PC;9,25;Final Fantasy VII Rebirth Género/s: Action-RPG Plataformas: Ficha técnica de la versión PS5 Más información ANÁLISIS 10 92 Según 145 críticas Fecha de lanzamiento : 29/2/2024 Desarrollo: Square Enix Producción: Square Enix Distribución: PLAION Precio: 79.99  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Español Online: No Requisitos PC COMUNIDAD 8.84 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Final Fantasy VII Rebirth para PlayStation 5 32 votos #7 en el ranking de PlayStation 5 .;Square Enix;Square Enix;Action-RPG;29/2/2024;2024;https://vandal.elespanol.com/juegos/ps5/final-fantasy-vii-rebirth/121125#p-13
61;Forza Horizon 3;XBOne;9,25;Forza Horizon 3 Género/s: Carreras arcade / Coches Plataformas: Ficha técnica de la versión Xbox One Más información ANÁLISIS 9.3 91 Según 91 críticas Fecha de lanzamiento: 27/9/2016 Desarrollo: PlayGround Games Producción: Microsoft Distribución: Microsoft Precio: 64,99  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Inglés Online: hasta 12 jugadores Trucos Xbox One Logros Estadísticas XBOX LIVE COMUNIDAD 9.36 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Forza Horizon 3 para Xbox One 62 votos #11 en el ranking de Xbox One . #31 en el ranking global .;PlayGround Games;Microsoft;Carreras arcade / Coches;27/9/2016;2016;https://vandal.elespanol.com/juegos/xbone/forza-horizon-3/37104#p-79
62;Fez;Switch;9,25;Fez PSN Género/s: Plataformas de puzles Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 9.5 90 Según 17 críticas Fecha de lanzamiento: 26/3/2014 Desarrollo: BlitWorks Producción: Trapdoor Distribución: PlayStation Network Precio: 9,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: No Online: Marcadores Requisitos PC Trucos PS4 Trofeos Estadísticas PSN COMUNIDAD 7.26 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Fez PSN para PlayStation 4 22 votos #56 en el ranking de PlayStation 4 . #97 en el ranking global .;BlitWorks;Trapdoor;Plataformas de puzles;26/3/2014;2014;https://vandal.elespanol.com/juegos/ps4/fez-psn/22018#p-83
63;Animal Well;Switch;9,25;Animal Well Género/s: Metroidvania Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9.5 90 Según 30 críticas Fecha de lanzamiento: 9/5/2024 Desarrollo: Billy Basso Producción: Bigmode Distribución: Steam Precio: 24.5 € Jugadores: 1 Formato: Descarga Textos: Español Voces: - Online: - Requisitos PC Logros Estadísticas Steam COMUNIDAD 9 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Animal Well para Ordenador 3 votos Insuficientes votos para figurar en los rankings.;Billy Basso;Bigmode;Metroidvania;9/5/2024;2024;https://vandal.elespanol.com/juegos/pc/animal-well/114579#p-83
